Reporte de Cambios - 20250905_131733
--------------------------------------------------
Productos Nuevos:
SKU: SKU002770, Nombre: Pants 3pz Deportivo Ignacio Ramirez Lopez Talla 6, Inventario: 0, Precio: 575.0, Escuela: Ignacio Ramirez Lopez, Última Modificación: 2025-05-26 11:49:36
SKU: SKU003420, Nombre: Pantalón Gales azul Talla 2, Inventario: 0, Precio: 225.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:07
SKU: SKU003421, Nombre: Pantalón Gales rojo Talla 2, Inventario: 0, Precio: 225.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:07
SKU: SKU003422, Nombre: Pantalón Gales verde Talla 2, Inventario: 0, Precio: 225.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:07
SKU: SKU003423, Nombre: Pantalón Gales azul Talla 4, Inventario: 5, Precio: 225.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:07
SKU: SKU003424, Nombre: Pantalón Gales rojo Talla 4, Inventario: 0, Precio: 225.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:07
SKU: SKU003425, Nombre: Pantalón Gales verde Talla 4, Inventario: 10, Precio: 225.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:07
SKU: SKU003426, Nombre: Pantalón Gales azul Talla 5, Inventario: 2, Precio: 225.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:07
SKU: SKU003427, Nombre: Pantalón Gales rojo Talla 5, Inventario: 0, Precio: 225.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:07
SKU: SKU003428, Nombre: Pantalón Gales verde Talla 5, Inventario: 0, Precio: 225.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:07
SKU: SKU003429, Nombre: Pantalón Gales azul Talla 6, Inventario: 8, Precio: 225.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:08
SKU: SKU003430, Nombre: Pantalón Gales rojo Talla 6, Inventario: 0, Precio: 225.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:08
SKU: SKU003431, Nombre: Pantalón Gales verde Talla 6, Inventario: 5, Precio: 225.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:08
SKU: SKU003432, Nombre: Pantalón Gales azul Talla 8, Inventario: 4, Precio: 225.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:08
SKU: SKU003433, Nombre: Pantalón Gales rojo Talla 8, Inventario: 0, Precio: 225.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:08
SKU: SKU003434, Nombre: Pantalón Gales verde Talla 8, Inventario: 3, Precio: 225.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:08
SKU: SKU003435, Nombre: Pantalón Gales azul Talla 10, Inventario: 11, Precio: 235.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:08
SKU: SKU003436, Nombre: Pantalón Gales rojo Talla 10, Inventario: 0, Precio: 235.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:08
SKU: SKU003437, Nombre: Pantalón Gales verde Talla 10, Inventario: 15, Precio: 235.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:08
SKU: SKU003438, Nombre: Pantalón Gales azul Talla 12, Inventario: 18, Precio: 235.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:08
SKU: SKU003439, Nombre: Pantalón Gales rojo Talla 12, Inventario: 0, Precio: 235.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:08
SKU: SKU003440, Nombre: Pantalón Gales verde Talla 12, Inventario: 29, Precio: 235.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:08
SKU: SKU003441, Nombre: Pantalón Gales azul Talla 14, Inventario: 36, Precio: 235.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:08
SKU: SKU003442, Nombre: Pantalón Gales rojo Talla 14, Inventario: 0, Precio: 235.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:08
SKU: SKU003443, Nombre: Pantalón Gales verde Talla 14, Inventario: 42, Precio: 235.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:08
SKU: SKU003444, Nombre: Pantalón Gales azul Talla 16, Inventario: 33, Precio: 235.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:08
SKU: SKU003445, Nombre: Pantalón Gales rojo Talla 16, Inventario: 0, Precio: 235.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:08
SKU: SKU003446, Nombre: Pantalón Gales verde Talla 16, Inventario: 50, Precio: 235.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:08
SKU: SKU003447, Nombre: Pantalón Gales azul Talla 18, Inventario: 10, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:08
SKU: SKU003448, Nombre: Pantalón Gales rojo Talla 18, Inventario: 0, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:08
SKU: SKU003449, Nombre: Pantalón Gales verde Talla 18, Inventario: 14, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:09
SKU: SKU003450, Nombre: Pantalón Gales azul Talla 20, Inventario: 27, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:09
SKU: SKU003451, Nombre: Pantalón Gales rojo Talla 20, Inventario: 0, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:09
SKU: SKU003452, Nombre: Pantalón Gales verde Talla 20, Inventario: 30, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:09
SKU: SKU003453, Nombre: Pantalón Gales azul Talla 28, Inventario: 20, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:09
SKU: SKU003454, Nombre: Pantalón Gales rojo Talla 28, Inventario: 0, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:09
SKU: SKU003455, Nombre: Pantalón Gales verde Talla 28, Inventario: 107, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:09
SKU: SKU003456, Nombre: Pantalón Gales azul Talla 30, Inventario: 20, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:09
SKU: SKU003457, Nombre: Pantalón Gales rojo Talla 30, Inventario: 0, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:09
SKU: SKU003458, Nombre: Pantalón Gales verde Talla 30, Inventario: 75, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:09
SKU: SKU003459, Nombre: Pantalón Gales azul Talla 32, Inventario: 33, Precio: 275.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:09
SKU: SKU003460, Nombre: Pantalón Gales rojo Talla 32, Inventario: 0, Precio: 275.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:09
SKU: SKU003461, Nombre: Pantalón Gales verde Talla 32, Inventario: 53, Precio: 275.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:09
SKU: SKU003462, Nombre: Pantalón Gales azul Talla 34, Inventario: 43, Precio: 275.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:09
SKU: SKU003463, Nombre: Pantalón Gales rojo Talla 34, Inventario: 0, Precio: 275.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:09
SKU: SKU003464, Nombre: Pantalón Gales verde Talla 34, Inventario: 60, Precio: 275.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:09
SKU: SKU003465, Nombre: Pantalón Gales azul Talla 36, Inventario: 52, Precio: 285.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:09
SKU: SKU003466, Nombre: Pantalón Gales rojo Talla 36, Inventario: 0, Precio: 285.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:09
SKU: SKU003467, Nombre: Pantalón Gales verde Talla 36, Inventario: 66, Precio: 285.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:09
SKU: SKU003468, Nombre: Pantalón Gales azul Talla 38, Inventario: 30, Precio: 285.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:09
SKU: SKU003469, Nombre: Pantalón Gales rojo Talla 38, Inventario: 0, Precio: 285.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:09
SKU: SKU003470, Nombre: Pantalón Gales verde Talla 38, Inventario: 21, Precio: 285.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:09
SKU: SKU003471, Nombre: Pantalón Gales azul Talla 40, Inventario: 10, Precio: 295.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:10
SKU: SKU003472, Nombre: Pantalón Gales rojo Talla 40, Inventario: 0, Precio: 295.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:10
SKU: SKU003473, Nombre: Pantalón Gales verde Talla 40, Inventario: 15, Precio: 295.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:10
SKU: SKU003474, Nombre: Pantalón Gales azul Talla 42, Inventario: 7, Precio: 295.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:10
SKU: SKU003475, Nombre: Pantalón Gales rojo Talla 42, Inventario: 0, Precio: 295.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:10
SKU: SKU003476, Nombre: Pantalón Gales verde Talla 42, Inventario: 12, Precio: 295.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:10
SKU: SKU003477, Nombre: Pantalón Gales azul Talla 44, Inventario: 0, Precio: 295.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:10
SKU: SKU003478, Nombre: Pantalón Gales rojo Talla 44, Inventario: 0, Precio: 295.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:10
SKU: SKU003479, Nombre: Pantalón Gales verde Talla 44, Inventario: 0, Precio: 295.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 13:07:10
SKU: SKU003480, Nombre: Pantalón Escoces Talla 2, Inventario: 0, Precio: 199.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 17:35:08
SKU: SKU003481, Nombre: Pantalón Escoces Talla 3, Inventario: 27, Precio: 199.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 17:35:08
SKU: SKU003482, Nombre: Pantalón Escoces Talla 4, Inventario: 182, Precio: 199.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 17:35:09
SKU: SKU003483, Nombre: Pantalón Escoces Talla 6, Inventario: 229, Precio: 199.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 17:35:09
SKU: SKU003484, Nombre: Pantalón Escoces Talla 8, Inventario: 249, Precio: 199.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 17:35:09
SKU: SKU003485, Nombre: Pantalón Escoces Talla 10, Inventario: 10, Precio: 235.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 17:35:09
SKU: SKU003486, Nombre: Pantalón Escoces Talla 12, Inventario: 15, Precio: 235.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 17:35:09
SKU: SKU003487, Nombre: Pantalón Escoces Talla 14, Inventario: 9, Precio: 235.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 17:35:09
SKU: SKU003488, Nombre: Pantalón Escoces Talla 16, Inventario: 13, Precio: 235.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 17:35:09
SKU: SKU003489, Nombre: Pantalón Escoces Talla 28, Inventario: 3, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 17:35:09
SKU: SKU003490, Nombre: Pantalón Escoces Talla 30, Inventario: 2, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 17:35:09
SKU: SKU003491, Nombre: Pantalón Escoces Talla 32, Inventario: 5, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-11 17:35:09
SKU: SKU003492, Nombre: Pantalón Escoces Talla 2, Inventario: 0, Precio: 239.0, Escuela: Margarita Paz Paredes, Última Modificación: 2025-06-13 13:41:38
SKU: SKU003493, Nombre: Pantalón Escoces Talla 4, Inventario: 12, Precio: 239.0, Escuela: Margarita Paz Paredes, Última Modificación: 2025-06-13 13:41:38
SKU: SKU003494, Nombre: Pantalón Escoces Talla 6, Inventario: 17, Precio: 239.0, Escuela: Margarita Paz Paredes, Última Modificación: 2025-06-13 13:41:38
SKU: SKU003495, Nombre: Pantalón Escoces Talla 8, Inventario: 18, Precio: 239.0, Escuela: Margarita Paz Paredes, Última Modificación: 2025-06-13 13:41:38
SKU: SKU003496, Nombre: Falda Escolar Azul Marino Talla 2, Inventario: 1, Precio: 195.0, Escuela: Sin Escuela, Última Modificación: 2025-06-13 15:49:00
SKU: SKU003497, Nombre: Falda Escolar Azul Marino Talla 4, Inventario: 26, Precio: 195.0, Escuela: Sin Escuela, Última Modificación: 2025-06-13 15:49:00
SKU: SKU003498, Nombre: Falda Escolar Azul Marino Talla 6, Inventario: 31, Precio: 195.0, Escuela: Sin Escuela, Última Modificación: 2025-06-13 15:49:00
SKU: SKU003499, Nombre: Falda Escolar Azul Marino Talla 8, Inventario: 5, Precio: 195.0, Escuela: Sin Escuela, Última Modificación: 2025-06-13 15:49:00
SKU: SKU003500, Nombre: Falda Escolar Azul Marino Talla 10, Inventario: 18, Precio: 195.0, Escuela: Sin Escuela, Última Modificación: 2025-06-13 15:49:00
SKU: SKU003501, Nombre: Falda Escolar Azul Marino Talla 12, Inventario: 11, Precio: 195.0, Escuela: Sin Escuela, Última Modificación: 2025-06-13 15:49:00
SKU: SKU003502, Nombre: Falda Escolar Azul Marino Talla 14, Inventario: 32, Precio: 195.0, Escuela: Sin Escuela, Última Modificación: 2025-06-13 15:49:00
SKU: SKU003503, Nombre: Falda Escolar Azul Marino Talla 16, Inventario: 36, Precio: 195.0, Escuela: Sin Escuela, Última Modificación: 2025-06-13 15:49:00
SKU: SKU003504, Nombre: Falda Escolar Azul Marino Talla 18, Inventario: 0, Precio: 205.0, Escuela: Sin Escuela, Última Modificación: 2025-06-13 15:49:00
SKU: SKU003505, Nombre: Falda Escolar Azul Marino Talla 20, Inventario: 0, Precio: 205.0, Escuela: Sin Escuela, Última Modificación: 2025-06-13 15:49:00
SKU: SKU003506, Nombre: Falda Escolar Azul Marino Talla 28, Inventario: 18, Precio: 205.0, Escuela: Sin Escuela, Última Modificación: 2025-06-13 15:49:00
SKU: SKU003507, Nombre: Falda Escolar Azul Marino Talla 30, Inventario: 29, Precio: 205.0, Escuela: Sin Escuela, Última Modificación: 2025-06-13 15:49:00
SKU: SKU003508, Nombre: Falda Escolar Azul Marino Talla 32, Inventario: 20, Precio: 215.0, Escuela: Sin Escuela, Última Modificación: 2025-06-13 15:49:00
SKU: SKU003509, Nombre: Falda Escolar Azul Marino Talla 34, Inventario: 19, Precio: 215.0, Escuela: Sin Escuela, Última Modificación: 2025-06-13 15:49:01
SKU: SKU003510, Nombre: Falda Escolar Azul Marino Talla 36, Inventario: 14, Precio: 225.0, Escuela: Sin Escuela, Última Modificación: 2025-06-13 15:49:01
SKU: SKU003511, Nombre: Falda Escolar Azul Marino Talla 38, Inventario: 4, Precio: 225.0, Escuela: Sin Escuela, Última Modificación: 2025-06-13 15:49:01
SKU: SKU003512, Nombre: Falda Escolar Azul Marino Talla 40, Inventario: 1, Precio: 235.0, Escuela: Sin Escuela, Última Modificación: 2025-06-13 15:49:01
SKU: SKU003513, Nombre: Falda Escolar Azul Marino Talla 42, Inventario: 0, Precio: 235.0, Escuela: Sin Escuela, Última Modificación: 2025-06-13 15:49:01
SKU: SKU003514, Nombre: Pants 2pz Deportivo Telesecundaria 512 Talla EXG, Inventario: 2, Precio: 650.0, Escuela: Telesecundaria 512, Última Modificación: 2025-06-16 13:18:16
SKU: SKU003515, Nombre: Falda Gris claro Talla 4, Inventario: 0, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:30
SKU: SKU003516, Nombre: Falda Gris obscuro Talla 4, Inventario: 0, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:30
SKU: SKU003517, Nombre: Falda Gris claro Talla 6, Inventario: 0, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:30
SKU: SKU003518, Nombre: Falda Gris obscuro Talla 6, Inventario: 0, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:30
SKU: SKU003519, Nombre: Falda Gris claro Talla 8, Inventario: 0, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:30
SKU: SKU003520, Nombre: Falda Gris obscuro Talla 8, Inventario: 0, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:30
SKU: SKU003521, Nombre: Falda Gris claro Talla 10, Inventario: 26, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:30
SKU: SKU003522, Nombre: Falda Gris obscuro Talla 10, Inventario: 0, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:30
SKU: SKU003523, Nombre: Falda Gris claro Talla 12, Inventario: 15, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:30
SKU: SKU003524, Nombre: Falda Gris obscuro Talla 12, Inventario: 0, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:30
SKU: SKU003525, Nombre: Falda Gris claro Talla 14, Inventario: 5, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:30
SKU: SKU003526, Nombre: Falda Gris obscuro Talla 14, Inventario: 13, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:31
SKU: SKU003527, Nombre: Falda Gris claro Talla 16, Inventario: 17, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:31
SKU: SKU003528, Nombre: Falda Gris obscuro Talla 16, Inventario: 57, Precio: 265.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:31
SKU: SKU003529, Nombre: Falda Gris claro Talla 28, Inventario: 0, Precio: 275.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:31
SKU: SKU003530, Nombre: Falda Gris obscuro Talla 28, Inventario: 50, Precio: 275.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:31
SKU: SKU003531, Nombre: Falda Gris claro Talla 30, Inventario: 0, Precio: 275.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:31
SKU: SKU003532, Nombre: Falda Gris obscuro Talla 30, Inventario: 1, Precio: 275.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:31
SKU: SKU003533, Nombre: Falda Gris claro Talla 32, Inventario: 0, Precio: 275.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:31
SKU: SKU003534, Nombre: Falda Gris obscuro Talla 32, Inventario: 8, Precio: 275.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:31
SKU: SKU003535, Nombre: Falda Gris claro Talla 34, Inventario: 25, Precio: 275.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:31
SKU: SKU003536, Nombre: Falda Gris obscuro Talla 34, Inventario: 27, Precio: 275.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:31
SKU: SKU003537, Nombre: Falda Gris claro Talla 36, Inventario: 10, Precio: 285.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:31
SKU: SKU003538, Nombre: Falda Gris obscuro Talla 36, Inventario: 15, Precio: 285.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:31
SKU: SKU003539, Nombre: Falda Gris claro Talla 38, Inventario: 0, Precio: 285.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:31
SKU: SKU003540, Nombre: Falda Gris obscuro Talla 38, Inventario: 4, Precio: 285.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:31
SKU: SKU003541, Nombre: Falda Gris claro Talla 40, Inventario: 0, Precio: 295.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:31
SKU: SKU003542, Nombre: Falda Gris obscuro Talla 40, Inventario: 8, Precio: 295.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:31
SKU: SKU003543, Nombre: Falda Gris claro Talla 42, Inventario: 0, Precio: 295.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:31
SKU: SKU003544, Nombre: Falda Gris obscuro Talla 42, Inventario: 0, Precio: 295.0, Escuela: Sin Escuela, Última Modificación: 2025-06-19 13:19:32
SKU: SKU003545, Nombre: Falda Vino Talla 4, Inventario: 8, Precio: 199.0, Escuela: Sin Escuela, Última Modificación: 2025-06-23 13:50:19
SKU: SKU003546, Nombre: Falda Vino Talla 6, Inventario: 0, Precio: 199.0, Escuela: Sin Escuela, Última Modificación: 2025-06-23 13:50:19
SKU: SKU003547, Nombre: Falda Vino Talla 8, Inventario: 0, Precio: 199.0, Escuela: Sin Escuela, Última Modificación: 2025-06-23 13:50:19
SKU: SKU003548, Nombre: Falda Vino Talla 10, Inventario: 0, Precio: 199.0, Escuela: Sin Escuela, Última Modificación: 2025-06-23 13:50:20
SKU: SKU003549, Nombre: Falda Vino Talla 12, Inventario: 0, Precio: 199.0, Escuela: Sin Escuela, Última Modificación: 2025-06-23 13:50:20
SKU: SKU003550, Nombre: Falda Vino Talla 14, Inventario: 0, Precio: 199.0, Escuela: Sin Escuela, Última Modificación: 2025-06-23 13:50:20
SKU: SKU003551, Nombre: Falda Vino Talla 16, Inventario: 0, Precio: 199.0, Escuela: Sin Escuela, Última Modificación: 2025-06-23 13:50:20
SKU: SKU003552, Nombre: Falda Vino Talla 28, Inventario: 0, Precio: 205.0, Escuela: Sin Escuela, Última Modificación: 2025-06-23 13:50:20
SKU: SKU003553, Nombre: Falda Vino Talla 30, Inventario: 0, Precio: 205.0, Escuela: Sin Escuela, Última Modificación: 2025-06-23 13:50:20
SKU: SKU003554, Nombre: Falda Vino Talla 32, Inventario: 0, Precio: 205.0, Escuela: Sin Escuela, Última Modificación: 2025-06-23 13:50:20
SKU: SKU003555, Nombre: Falda Vino Talla 34, Inventario: 0, Precio: 205.0, Escuela: Sin Escuela, Última Modificación: 2025-06-23 13:50:20
SKU: SKU003556, Nombre: Falda Vino Talla 36, Inventario: 0, Precio: 225.0, Escuela: Sin Escuela, Última Modificación: 2025-06-23 13:50:20
SKU: SKU003572, Nombre: Suéter Cuello V H Rojo Talla 14, Inventario: 0, Precio: 325.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:42:04
SKU: SKU003573, Nombre: Suéter Cuello V H Rojo Talla 16, Inventario: 17, Precio: 325.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:42:04
SKU: SKU003574, Nombre: Suéter Cuello V H Rojo Talla 32, Inventario: 0, Precio: 335.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:42:04
SKU: SKU003575, Nombre: Suéter Cuello V H Rojo Talla 34, Inventario: 8, Precio: 335.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:42:04
SKU: SKU003576, Nombre: Suéter Cuello V H Rojo Talla 36, Inventario: 6, Precio: 345.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:42:04
SKU: SKU003577, Nombre: Suéter Cuello V H Rojo Talla 38, Inventario: 14, Precio: 345.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:42:04
SKU: SKU003578, Nombre: Suéter Cuello V H Rojo Talla 40, Inventario: 13, Precio: 355.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:42:04
SKU: SKU003579, Nombre: Suéter Cuello V H Rojo Talla 42, Inventario: 0, Precio: 355.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:42:04
SKU: SKU003580, Nombre: Suéter Cuello V H Rojo Talla 44, Inventario: 0, Precio: 355.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:42:04
SKU: SKU003581, Nombre: Suéter Botones M Rojo Talla 14, Inventario: 0, Precio: 325.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:42:27
SKU: SKU003582, Nombre: Suéter Botones M Rojo Talla 16, Inventario: 6, Precio: 325.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:42:27
SKU: SKU003583, Nombre: Suéter Botones M Rojo Talla 32, Inventario: 0, Precio: 335.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:42:27
SKU: SKU003584, Nombre: Suéter Botones M Rojo Talla 34, Inventario: 7, Precio: 335.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:42:27
SKU: SKU003585, Nombre: Suéter Botones M Rojo Talla 36, Inventario: 4, Precio: 345.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:42:27
SKU: SKU003586, Nombre: Suéter Botones M Rojo Talla 38, Inventario: 6, Precio: 345.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:42:27
SKU: SKU003587, Nombre: Suéter Botones M Rojo Talla 40, Inventario: 5, Precio: 355.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:42:27
SKU: SKU003588, Nombre: Suéter Botones M Rojo Talla 42, Inventario: 6, Precio: 355.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:42:27
SKU: SKU003589, Nombre: Suéter Botones M Rojo Talla 44, Inventario: 0, Precio: 355.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:42:27
SKU: SKU003590, Nombre: Camisa Manga Corta Blanca Talla 16, Inventario: 10, Precio: 265.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:59:42
SKU: SKU003591, Nombre: Camisa Manga Corta Blanca Talla 32, Inventario: 11, Precio: 265.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:59:42
SKU: SKU003592, Nombre: Camisa Manga Corta Blanca Talla 34, Inventario: 30, Precio: 265.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:59:42
SKU: SKU003593, Nombre: Camisa Manga Corta Blanca Talla 36, Inventario: 34, Precio: 265.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:59:42
SKU: SKU003594, Nombre: Camisa Manga Corta Blanca Talla 38, Inventario: 6, Precio: 265.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:59:42
SKU: SKU003595, Nombre: Camisa Manga Corta Blanca Talla 40, Inventario: 15, Precio: 265.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:59:42
SKU: SKU003596, Nombre: Camisa Manga Corta Blanca Talla 42, Inventario: 11, Precio: 265.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:59:42
SKU: SKU003597, Nombre: Camisa Manga Corta Blanca Talla 44, Inventario: 0, Precio: 265.0, Escuela: CBTIS 148, Última Modificación: 2025-06-25 16:59:42
SKU: SKU003598, Nombre: Suéter Cuello V Azul Marino Talla 14, Inventario: 0, Precio: 325.0, Escuela: SABES, Última Modificación: 2025-06-25 17:04:19
SKU: SKU003599, Nombre: Suéter Cuello V Azul Marino Talla 16, Inventario: 18, Precio: 325.0, Escuela: SABES, Última Modificación: 2025-06-25 17:04:19
SKU: SKU003600, Nombre: Suéter Cuello V Azul Marino Talla 32, Inventario: 0, Precio: 325.0, Escuela: SABES, Última Modificación: 2025-06-25 17:04:19
SKU: SKU003601, Nombre: Suéter Cuello V Azul Marino Talla 34, Inventario: 18, Precio: 325.0, Escuela: SABES, Última Modificación: 2025-06-25 17:04:19
